archive_date,count_long_short_ratio,count_toptrader_long_short_ratio,create_time,source,sum_open_interest,sum_open_interest_value,sum_taker_long_short_vol_ratio,sum_toptrader_long_short_ratio,symbol
2025-07-03,,,2025-07-03 00:00:00,binance_coin_m_archive,21985160.00000000,20197.70432031,2.18644399,,BTCUSD_PERP
2025-07-04,,,2025-07-04 00:00:00,binance_coin_m_archive,23048398.00000000,21034.45870459,5.17363636,,BTCUSD_PERP
2025-07-05,,,2025-07-05 00:00:00,binance_coin_m_archive,22523912.00000000,20864.42998389,0.65771572,,BTCUSD_PERP
2025-07-06,,,2025-07-06 00:00:00,binance_coin_m_archive,22470914.00000000,20771.22539699,316.00000000,,BTCUSD_PERP
2025-07-07,,,2025-07-07 00:00:00,binance_coin_m_archive,22743091.00000000,20829.54334182,1.51388734,,BTCUSD_PERP
2025-07-08,,,2025-07-08 00:00:00,binance_coin_m_archive,22297671.00000000,20603.50060302,0.11987099,,BTCUSD_PERP
2025-07-09,,,2025-07-09 00:00:00,binance_coin_m_archive,22066964.00000000,20263.34913151,0.41386182,,BTCUSD_PERP
2025-07-10,,,2025-07-10 00:00:00,binance_coin_m_archive,22994081.00000000,20670.80638695,0.55756809,,BTCUSD_PERP
2025-07-11,,,2025-07-11 00:00:00,binance_coin_m_archive,23735998.00000000,20464.72047919,1.04624126,,BTCUSD_PERP
2025-07-12,,,2025-07-12 00:00:00,binance_coin_m_archive,25165187.00000000,21406.96731558,0.13593074,,BTCUSD_PERP
2025-07-13,,,2025-07-13 00:00:00,binance_coin_m_archive,25182320.00000000,21438.34935828,0.56382631,,BTCUSD_PERP
2025-07-14,,,2025-07-14 00:00:00,binance_coin_m_archive,25715520.00000000,21585.82742600,0.19468988,,BTCUSD_PERP
2025-07-15,,,2025-07-15 00:00:00,binance_coin_m_archive,29179131.00000000,24335.41082866,2.02545656,,BTCUSD_PERP
2025-07-16,,,2025-07-16 00:00:00,binance_coin_m_archive,31057562.00000000,26362.89548604,1.17526555,,BTCUSD_PERP
2025-07-17,,,2025-07-17 00:00:00,binance_coin_m_archive,31000131.00000000,26116.41161371,0.69633344,,BTCUSD_PERP
2025-07-18,,,2025-07-18 00:00:00,binance_coin_m_archive,29796278.00000000,24991.24363327,0.36084948,,BTCUSD_PERP
2025-07-19,,,2025-07-19 00:00:00,binance_coin_m_archive,30576812.00000000,25908.95163723,0.34154383,,BTCUSD_PERP
2025-07-20,,,2025-07-20 00:00:00,binance_coin_m_archive,29855819.00000000,25327.61249678,0.28279654,,BTCUSD_PERP
2025-07-21,,,2025-07-21 00:00:00,binance_coin_m_archive,29630280.00000000,25254.74760939,1.34217691,,BTCUSD_PERP
2025-07-22,,,2025-07-22 00:00:00,binance_coin_m_archive,32043733.00000000,27277.71514854,0.61954345,,BTCUSD_PERP
2025-07-23,,,2025-07-23 00:00:00,binance_coin_m_archive,29333637.00000000,24429.70489106,11.81422351,,BTCUSD_PERP
2025-07-24,,,2025-07-24 00:00:00,binance_coin_m_archive,29896023.00000000,25166.27354917,6.95553287,,BTCUSD_PERP
2025-07-25,,,2025-07-25 00:00:00,binance_coin_m_archive,29179799.00000000,24655.84579090,0.91384042,,BTCUSD_PERP
